num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.0,0.0,0.0,0.0,4,11,15,24,2,2,42,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,15,22,29,43,2,1,36,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,33,37,48,59,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,51,59,67,72,2,1,36,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,63,85,63,94,2,1,36,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,94,109,71,106,2,1,36,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,107,126,93,114,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,141,146,106,107,2,1,36,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,152,171,130,117,2,2,42,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,167,175,94,109,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,208,238,116,142,2,1,36,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,254,276,127,181,2,1,36,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,4,11,15,24,2,2,42,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,15,25,24,33,2,1,36,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,30,41,38,58,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,48,53,56,69,2,2,42,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,69,77,80,79,2,2,72,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,100,108,76,81,2,1,36,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,117,121,88,92,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,130,149,93,84,2,1,36,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,179,169,111,124,2,1,36,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,193,186,105,115,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,200,212,129,183,2,1,36,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,229,246,117,135,2,1,36,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,4,11,15,21,2,2,42,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,15,21,24,38,2,1,36,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,32,36,49,48,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,54,60,55,61,2,1,36,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,66,74,43,59,2,1,36,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,92,103,90,83,2,2,42,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,101,117,81,101,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,130,143,107,128,2,2,42,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,154,161,113,114,2,2,42,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,202,200,133,127,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,220,237,122,153,2,2,42,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,233,261,109,152,2,1,36,0.0,0.0,0.0
