num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.0,0.0,0.0,0.0,18,45,38,75,3,1,216,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,30,67,44,121,3,1,216,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,42,84,50,125,3,1,216,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,54,78,56,125,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,66,72,62,125,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,78,132,68,200,3,1,216,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,90,132,74,200,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,102,126,80,197,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,114,120,86,197,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,142,150,125,258,3,1,216,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,170,180,165,324,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,204,212,151,374,3,1,216,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,18,39,38,80,3,1,216,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,30,68,44,111,3,1,216,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,42,84,50,125,3,1,216,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,54,78,56,125,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,66,72,62,125,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,78,105,68,175,3,1,216,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,90,137,74,211,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,102,126,80,197,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,114,120,86,197,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,151,188,121,304,3,1,216,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,168,200,151,330,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,185,212,167,373,3,1,216,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,18,39,38,80,3,1,216,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,30,68,44,111,3,1,216,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,42,84,50,125,3,1,216,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,54,78,56,125,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,66,72,62,125,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,78,119,68,189,3,1,216,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,90,138,74,226,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,102,146,80,217,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,114,120,86,197,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,136,150,116,257,3,1,216,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,170,201,158,327,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,185,210,168,382,3,1,216,0.0,0.0,0.0
